video_id,class_indx,label,gt_class_indx,gt_label
nine_hour_left_1098,2,сварка,2,сварка
nine_hour_left_1099,2,сварка,2,сварка
nine_hour_left_1100,2,сварка,2,сварка
nine_hour_left_1101,2,сварка,2,сварка
nine_hour_left_1102,2,сварка,2,сварка
nine_hour_left_1103,2,сварка,2,сварка
nine_hour_left_1104,2,сварка,2,сварка
nine_hour_left_1105,2,сварка,2,сварка
nine_hour_left_1106,2,сварка,2,сварка
nine_hour_left_1107,2,сварка,2,сварка
nine_hour_left_1108,2,сварка,2,сварка
nine_hour_left_1109,2,сварка,2,сварка
nine_hour_left_1110,2,сварка,2,сварка
nine_hour_left_1111,2,сварка,2,сварка
nine_hour_left_1112,2,сварка,2,сварка
nine_hour_left_1113,2,сварка,2,сварка
nine_hour_left_1114,2,сварка,2,сварка
nine_hour_left_1115,2,сварка,2,сварка
nine_hour_left_1116,2,сварка,2,сварка
nine_hour_left_1117,2,сварка,2,сварка
nine_hour_left_1118,2,сварка,2,сварка
nine_hour_left_1119,2,сварка,2,сварка
nine_hour_left_1120,2,сварка,2,сварка
nine_hour_left_1121,2,сварка,2,сварка
nine_hour_left_1122,2,сварка,2,сварка
nine_hour_left_1123,2,сварка,2,сварка
nine_hour_left_1124,2,сварка,2,сварка
nine_hour_left_1125,2,сварка,2,сварка
nine_hour_left_1126,2,сварка,2,сварка
nine_hour_left_1127,2,сварка,2,сварка
nine_hour_left_1128,2,сварка,2,сварка
nine_hour_left_1129,2,сварка,1,вынужденная
nine_hour_left_1130,1,вынужденная,1,вынужденная
nine_hour_left_1131,1,вынужденная,1,вынужденная
nine_hour_left_1132,1,вынужденная,1,вынужденная
nine_hour_left_1133,1,вынужденная,1,вынужденная
nine_hour_left_1134,1,вынужденная,1,вынужденная
nine_hour_left_1135,1,вынужденная,1,вынужденная
nine_hour_left_1136,2,сварка,1,вынужденная
nine_hour_left_1137,2,сварка,1,вынужденная
nine_hour_left_1138,2,сварка,1,вынужденная
nine_hour_left_1139,2,сварка,1,вынужденная
nine_hour_left_1140,2,сварка,1,вынужденная
nine_hour_left_1141,2,сварка,1,вынужденная
nine_hour_left_1142,2,сварка,1,вынужденная
nine_hour_left_1143,2,сварка,1,вынужденная
nine_hour_left_1144,2,сварка,1,вынужденная
nine_hour_left_1145,2,сварка,1,вынужденная
nine_hour_left_1146,2,сварка,1,вынужденная
nine_hour_left_1147,2,сварка,1,вынужденная
nine_hour_left_1148,2,сварка,1,вынужденная
nine_hour_left_1149,2,сварка,1,вынужденная
nine_hour_left_1150,2,сварка,1,вынужденная
nine_hour_left_1151,2,сварка,1,вынужденная
nine_hour_left_1152,2,сварка,2,сварка
nine_hour_left_1153,2,сварка,2,сварка
nine_hour_left_1154,2,сварка,2,сварка
nine_hour_left_1155,2,сварка,2,сварка
nine_hour_left_1156,2,сварка,2,сварка
nine_hour_left_1157,2,сварка,2,сварка
nine_hour_left_1158,2,сварка,2,сварка
nine_hour_left_1159,2,сварка,2,сварка
nine_hour_left_1160,2,сварка,2,сварка
nine_hour_left_1161,2,сварка,2,сварка
nine_hour_left_1162,2,сварка,2,сварка
nine_hour_left_1163,2,сварка,2,сварка
nine_hour_left_1164,2,сварка,2,сварка
nine_hour_left_1165,2,сварка,2,сварка
nine_hour_left_1166,2,сварка,2,сварка
nine_hour_left_1167,2,сварка,2,сварка
nine_hour_left_1168,2,сварка,2,сварка
nine_hour_left_1169,2,сварка,2,сварка
nine_hour_left_1170,2,сварка,2,сварка
nine_hour_left_1171,2,сварка,1,вынужденная
nine_hour_left_1172,2,сварка,1,вынужденная
nine_hour_left_1173,2,сварка,1,вынужденная
nine_hour_left_1174,2,сварка,1,вынужденная
nine_hour_left_1175,2,сварка,1,вынужденная
nine_hour_left_1176,2,сварка,1,вынужденная
nine_hour_left_1177,2,сварка,1,вынужденная
nine_hour_left_1178,2,сварка,1,вынужденная
nine_hour_left_1179,2,сварка,1,вынужденная
nine_hour_left_1180,2,сварка,1,вынужденная
nine_hour_left_1181,2,сварка,1,вынужденная
nine_hour_left_1182,2,сварка,1,вынужденная
nine_hour_left_1183,2,сварка,1,вынужденная
nine_hour_left_1184,2,сварка,1,вынужденная
nine_hour_left_1185,2,сварка,1,вынужденная
nine_hour_left_1186,2,сварка,1,вынужденная
nine_hour_left_1187,2,сварка,1,вынужденная
nine_hour_left_1188,2,сварка,1,вынужденная
nine_hour_left_1189,2,сварка,1,вынужденная
nine_hour_left_1190,2,сварка,1,вынужденная
nine_hour_left_1191,2,сварка,2,сварка
nine_hour_left_1192,2,сварка,2,сварка
nine_hour_left_1193,2,сварка,2,сварка
nine_hour_left_1194,2,сварка,2,сварка
nine_hour_left_1195,2,сварка,2,сварка
nine_hour_left_1196,2,сварка,2,сварка
nine_hour_left_1197,2,сварка,2,сварка
nine_hour_left_1198,2,сварка,2,сварка
nine_hour_left_1199,2,сварка,2,сварка
nine_hour_left_1200,2,сварка,2,сварка
nine_hour_left_1201,2,сварка,2,сварка
nine_hour_left_1202,2,сварка,2,сварка
nine_hour_left_1203,2,сварка,2,сварка
nine_hour_left_1204,2,сварка,2,сварка
nine_hour_left_1205,2,сварка,2,сварка
nine_hour_left_1206,2,сварка,2,сварка
nine_hour_left_1207,2,сварка,2,сварка
nine_hour_left_1208,2,сварка,1,вынужденная
nine_hour_left_1209,2,сварка,1,вынужденная
nine_hour_left_1210,2,сварка,1,вынужденная
nine_hour_left_1211,2,сварка,1,вынужденная
nine_hour_left_1212,2,сварка,1,вынужденная
nine_hour_left_1213,2,сварка,1,вынужденная
nine_hour_left_1214,2,сварка,1,вынужденная
nine_hour_left_1215,2,сварка,1,вынужденная
nine_hour_left_1216,2,сварка,1,вынужденная
nine_hour_left_1217,1,вынужденная,1,вынужденная
nine_hour_left_1218,1,вынужденная,1,вынужденная
nine_hour_left_1219,1,вынужденная,1,вынужденная
nine_hour_left_1220,1,вынужденная,1,вынужденная
nine_hour_left_1221,2,сварка,1,вынужденная
nine_hour_left_1222,2,сварка,1,вынужденная
nine_hour_left_1223,2,сварка,1,вынужденная
nine_hour_left_1224,2,сварка,1,вынужденная
nine_hour_left_1225,2,сварка,1,вынужденная
nine_hour_left_1226,2,сварка,1,вынужденная
nine_hour_left_1227,2,сварка,1,вынужденная
nine_hour_left_1228,2,сварка,1,вынужденная
nine_hour_left_1229,2,сварка,1,вынужденная
nine_hour_left_1230,2,сварка,1,вынужденная
nine_hour_left_1231,2,сварка,1,вынужденная
nine_hour_left_1232,2,сварка,1,вынужденная
nine_hour_left_1233,1,вынужденная,1,вынужденная
nine_hour_left_1234,1,вынужденная,1,вынужденная
nine_hour_left_1235,1,вынужденная,1,вынужденная
nine_hour_left_1236,1,вынужденная,1,вынужденная
nine_hour_left_1237,1,вынужденная,1,вынужденная
nine_hour_left_1238,1,вынужденная,1,вынужденная
nine_hour_left_1239,1,вынужденная,1,вынужденная
nine_hour_left_1240,1,вынужденная,1,вынужденная
nine_hour_left_1241,1,вынужденная,1,вынужденная
nine_hour_left_1242,1,вынужденная,1,вынужденная
nine_hour_left_1243,1,вынужденная,1,вынужденная
nine_hour_left_1244,1,вынужденная,1,вынужденная
nine_hour_left_1245,1,вынужденная,1,вынужденная
nine_hour_left_1246,1,вынужденная,1,вынужденная
nine_hour_left_1247,1,вынужденная,1,вынужденная
nine_hour_left_1248,1,вынужденная,1,вынужденная
nine_hour_left_1249,1,вынужденная,1,вынужденная
nine_hour_left_1250,1,вынужденная,1,вынужденная
nine_hour_left_1251,1,вынужденная,1,вынужденная
nine_hour_left_1252,1,вынужденная,1,вынужденная
nine_hour_left_1253,1,вынужденная,1,вынужденная
nine_hour_left_1254,1,вынужденная,1,вынужденная
nine_hour_left_1255,1,вынужденная,1,вынужденная
nine_hour_left_1256,1,вынужденная,1,вынужденная
nine_hour_left_1257,1,вынужденная,1,вынужденная
nine_hour_left_1258,2,сварка,1,вынужденная
nine_hour_left_1259,1,вынужденная,1,вынужденная
nine_hour_left_1260,1,вынужденная,1,вынужденная
nine_hour_left_1261,1,вынужденная,1,вынужденная
nine_hour_left_1262,1,вынужденная,1,вынужденная
nine_hour_left_1263,1,вынужденная,1,вынужденная
nine_hour_left_1264,1,вынужденная,1,вынужденная
nine_hour_left_1265,1,вынужденная,1,вынужденная
nine_hour_left_1266,1,вынужденная,1,вынужденная
nine_hour_left_1267,1,вынужденная,1,вынужденная
nine_hour_left_1268,1,вынужденная,1,вынужденная
nine_hour_left_1269,1,вынужденная,1,вынужденная
nine_hour_left_1270,1,вынужденная,1,вынужденная
nine_hour_left_1271,1,вынужденная,1,вынужденная
nine_hour_left_1272,1,вынужденная,1,вынужденная
nine_hour_left_1273,1,вынужденная,1,вынужденная
nine_hour_left_1274,1,вынужденная,1,вынужденная
nine_hour_left_1275,1,вынужденная,1,вынужденная
nine_hour_left_1276,1,вынужденная,1,вынужденная
nine_hour_left_1277,1,вынужденная,1,вынужденная
nine_hour_left_1278,1,вынужденная,1,вынужденная
nine_hour_left_1279,1,вынужденная,1,вынужденная
nine_hour_left_1280,1,вынужденная,1,вынужденная
nine_hour_left_1281,1,вынужденная,1,вынужденная
nine_hour_left_1282,1,вынужденная,1,вынужденная
nine_hour_left_1283,1,вынужденная,1,вынужденная
nine_hour_left_1284,1,вынужденная,1,вынужденная
nine_hour_left_1285,1,вынужденная,1,вынужденная
nine_hour_left_1286,2,сварка,1,вынужденная
nine_hour_left_1287,2,сварка,1,вынужденная
nine_hour_left_1288,2,сварка,1,вынужденная
nine_hour_left_1289,2,сварка,1,вынужденная
nine_hour_left_1290,2,сварка,1,вынужденная
nine_hour_left_1291,2,сварка,1,вынужденная
nine_hour_left_1292,2,сварка,1,вынужденная
nine_hour_left_1293,2,сварка,1,вынужденная
nine_hour_left_1294,2,сварка,1,вынужденная
nine_hour_left_1295,2,сварка,1,вынужденная
nine_hour_left_1296,1,вынужденная,1,вынужденная
nine_hour_left_1297,2,сварка,1,вынужденная
nine_hour_left_1298,2,сварка,1,вынужденная
nine_hour_left_1299,2,сварка,1,вынужденная
nine_hour_left_1300,2,сварка,1,вынужденная
nine_hour_left_1301,2,сварка,1,вынужденная
nine_hour_left_1302,2,сварка,1,вынужденная
nine_hour_left_1303,2,сварка,1,вынужденная
nine_hour_left_1304,2,сварка,1,вынужденная
nine_hour_left_1305,2,сварка,1,вынужденная
nine_hour_left_1306,2,сварка,1,вынужденная
nine_hour_left_1307,2,сварка,2,сварка
nine_hour_left_1308,2,сварка,2,сварка
nine_hour_left_1309,2,сварка,2,сварка
nine_hour_left_1310,2,сварка,2,сварка
nine_hour_left_1311,2,сварка,2,сварка
nine_hour_left_1312,2,сварка,2,сварка
nine_hour_left_1313,2,сварка,2,сварка
nine_hour_left_1314,2,сварка,2,сварка
nine_hour_left_1315,2,сварка,2,сварка
nine_hour_left_1316,2,сварка,2,сварка
nine_hour_left_1317,2,сварка,2,сварка
nine_hour_left_1318,2,сварка,2,сварка
nine_hour_left_1319,2,сварка,2,сварка
nine_hour_left_1320,2,сварка,2,сварка
nine_hour_left_1321,2,сварка,2,сварка
nine_hour_left_1322,2,сварка,2,сварка
nine_hour_left_1323,2,сварка,2,сварка
nine_hour_left_1324,2,сварка,2,сварка
nine_hour_left_1325,2,сварка,2,сварка
nine_hour_left_1326,2,сварка,2,сварка
nine_hour_left_1327,2,сварка,2,сварка
nine_hour_left_1328,2,сварка,2,сварка
nine_hour_left_1329,2,сварка,2,сварка
nine_hour_left_1330,2,сварка,2,сварка
nine_hour_left_1331,2,сварка,2,сварка
nine_hour_left_1332,2,сварка,2,сварка
nine_hour_left_1333,2,сварка,2,сварка
nine_hour_left_1334,2,сварка,2,сварка
nine_hour_left_1335,2,сварка,2,сварка
nine_hour_left_1336,2,сварка,2,сварка
nine_hour_left_1337,2,сварка,2,сварка
nine_hour_left_1338,2,сварка,2,сварка
nine_hour_left_1339,2,сварка,2,сварка
nine_hour_left_1340,2,сварка,2,сварка
nine_hour_left_1341,2,сварка,2,сварка
nine_hour_left_1342,2,сварка,2,сварка
nine_hour_left_1343,2,сварка,2,сварка
nine_hour_left_1344,2,сварка,2,сварка
nine_hour_left_1345,2,сварка,2,сварка
nine_hour_left_1346,2,сварка,2,сварка
nine_hour_left_1347,2,сварка,2,сварка
nine_hour_left_1348,2,сварка,2,сварка
nine_hour_left_1349,2,сварка,2,сварка
nine_hour_left_1350,2,сварка,2,сварка
nine_hour_left_1351,2,сварка,2,сварка
nine_hour_left_1352,2,сварка,2,сварка
nine_hour_left_1353,2,сварка,2,сварка
nine_hour_left_1354,2,сварка,2,сварка
nine_hour_left_1355,2,сварка,2,сварка
nine_hour_left_1356,2,сварка,2,сварка
nine_hour_left_1357,2,сварка,2,сварка
nine_hour_left_1358,2,сварка,2,сварка
nine_hour_left_1359,2,сварка,2,сварка
nine_hour_left_1360,2,сварка,2,сварка
nine_hour_left_1361,2,сварка,2,сварка
nine_hour_left_1362,2,сварка,2,сварка
nine_hour_left_1363,2,сварка,2,сварка
nine_hour_left_1364,2,сварка,2,сварка
nine_hour_left_1365,2,сварка,2,сварка
nine_hour_left_1366,2,сварка,2,сварка
nine_hour_left_1367,2,сварка,2,сварка
nine_hour_left_1368,2,сварка,2,сварка
nine_hour_left_1369,2,сварка,2,сварка
nine_hour_left_1370,2,сварка,2,сварка
nine_hour_left_1371,2,сварка,2,сварка
nine_hour_left_1372,2,сварка,2,сварка
nine_hour_left_1373,2,сварка,2,сварка
nine_hour_left_1374,2,сварка,2,сварка
nine_hour_left_1375,2,сварка,2,сварка
nine_hour_left_1376,2,сварка,2,сварка
nine_hour_left_1377,2,сварка,2,сварка
nine_hour_left_1378,2,сварка,2,сварка
nine_hour_left_1379,2,сварка,2,сварка
nine_hour_left_1380,2,сварка,2,сварка
nine_hour_left_1381,2,сварка,2,сварка
nine_hour_left_1382,2,сварка,2,сварка
nine_hour_left_1383,2,сварка,2,сварка
nine_hour_left_1384,2,сварка,2,сварка
nine_hour_left_1385,2,сварка,2,сварка
nine_hour_left_1386,2,сварка,2,сварка
nine_hour_left_1387,2,сварка,2,сварка
nine_hour_left_1388,2,сварка,2,сварка
nine_hour_left_1389,2,сварка,2,сварка
nine_hour_left_1390,2,сварка,2,сварка
nine_hour_left_1391,2,сварка,2,сварка
nine_hour_left_1392,2,сварка,2,сварка
nine_hour_left_1393,2,сварка,2,сварка
nine_hour_left_1394,2,сварка,2,сварка
nine_hour_left_1395,2,сварка,2,сварка
nine_hour_left_1396,2,сварка,2,сварка
nine_hour_left_1397,2,сварка,2,сварка
nine_hour_left_1398,2,сварка,2,сварка
nine_hour_left_1399,2,сварка,2,сварка
nine_hour_left_1400,2,сварка,2,сварка
nine_hour_left_1401,2,сварка,2,сварка
nine_hour_left_1402,2,сварка,2,сварка
nine_hour_left_1403,2,сварка,2,сварка
nine_hour_left_1404,2,сварка,2,сварка
nine_hour_left_1405,2,сварка,2,сварка
nine_hour_left_1406,2,сварка,2,сварка
nine_hour_left_1407,2,сварка,2,сварка
nine_hour_left_1408,2,сварка,2,сварка
nine_hour_left_1409,2,сварка,2,сварка
nine_hour_left_1410,2,сварка,2,сварка
nine_hour_left_1411,2,сварка,2,сварка
nine_hour_left_1412,2,сварка,2,сварка
nine_hour_left_1413,2,сварка,2,сварка
nine_hour_left_1414,2,сварка,2,сварка
nine_hour_left_1415,2,сварка,2,сварка
nine_hour_left_1416,2,сварка,2,сварка
nine_hour_left_1417,2,сварка,2,сварка
nine_hour_left_1418,2,сварка,2,сварка
nine_hour_left_1419,2,сварка,2,сварка
nine_hour_left_1420,2,сварка,2,сварка
nine_hour_left_1421,2,сварка,2,сварка
nine_hour_left_1422,2,сварка,2,сварка
nine_hour_left_1423,2,сварка,2,сварка
nine_hour_left_1424,2,сварка,2,сварка
nine_hour_left_1425,2,сварка,2,сварка
nine_hour_left_1426,2,сварка,2,сварка
nine_hour_left_1427,2,сварка,2,сварка
nine_hour_left_1428,2,сварка,2,сварка
nine_hour_left_1429,2,сварка,2,сварка
nine_hour_left_1430,2,сварка,2,сварка
nine_hour_left_1431,2,сварка,2,сварка
nine_hour_left_1432,2,сварка,2,сварка
nine_hour_left_1433,2,сварка,2,сварка
nine_hour_left_1434,2,сварка,2,сварка
nine_hour_left_1435,2,сварка,2,сварка
nine_hour_left_1436,2,сварка,2,сварка
nine_hour_left_1437,2,сварка,2,сварка
nine_hour_left_1438,2,сварка,2,сварка
nine_hour_left_1439,2,сварка,2,сварка
nine_hour_left_1440,2,сварка,2,сварка
nine_hour_right_000,2,сварка,0,простой
nine_hour_right_001,0,простой,0,простой
nine_hour_right_002,0,простой,0,простой
nine_hour_right_003,0,простой,0,простой
nine_hour_right_004,0,простой,0,простой
nine_hour_right_005,0,простой,0,простой
nine_hour_right_006,0,простой,0,простой
nine_hour_right_007,0,простой,0,простой
nine_hour_right_008,0,простой,0,простой
nine_hour_right_009,0,простой,0,простой
nine_hour_right_010,0,простой,0,простой
nine_hour_right_011,0,простой,0,простой
nine_hour_right_012,0,простой,0,простой
nine_hour_right_013,0,простой,0,простой
nine_hour_right_014,0,простой,0,простой
nine_hour_right_015,0,простой,0,простой
nine_hour_right_016,0,простой,0,простой
nine_hour_right_017,0,простой,0,простой
nine_hour_right_018,0,простой,0,простой
nine_hour_right_019,0,простой,0,простой
nine_hour_right_020,0,простой,0,простой
nine_hour_right_021,0,простой,0,простой
nine_hour_right_022,0,простой,0,простой
nine_hour_right_023,0,простой,0,простой
nine_hour_right_024,0,простой,0,простой
nine_hour_right_025,0,простой,0,простой
nine_hour_right_026,0,простой,0,простой
nine_hour_right_027,0,простой,0,простой
nine_hour_right_028,0,простой,0,простой
nine_hour_right_029,0,простой,0,простой
nine_hour_right_030,0,простой,0,простой
nine_hour_right_031,0,простой,0,простой
nine_hour_right_032,0,простой,0,простой
nine_hour_right_033,0,простой,0,простой
nine_hour_right_034,0,простой,0,простой
nine_hour_right_035,0,простой,0,простой
nine_hour_right_036,0,простой,0,простой
nine_hour_right_037,0,простой,0,простой
nine_hour_right_038,0,простой,0,простой
nine_hour_right_039,0,простой,0,простой
nine_hour_right_040,0,простой,0,простой
nine_hour_right_041,0,простой,0,простой
nine_hour_right_042,0,простой,0,простой
nine_hour_right_043,0,простой,0,простой
nine_hour_right_044,0,простой,0,простой
nine_hour_right_045,0,простой,0,простой
nine_hour_right_046,0,простой,0,простой
nine_hour_right_047,0,простой,0,простой
nine_hour_right_048,0,простой,0,простой
nine_hour_right_049,0,простой,0,простой
nine_hour_right_050,0,простой,0,простой
nine_hour_right_051,0,простой,0,простой
nine_hour_right_052,0,простой,0,простой
nine_hour_right_053,0,простой,0,простой
nine_hour_right_054,0,простой,0,простой
nine_hour_right_055,0,простой,0,простой
nine_hour_right_056,0,простой,0,простой
nine_hour_right_057,0,простой,0,простой
nine_hour_right_058,0,простой,0,простой
nine_hour_right_059,0,простой,0,простой
nine_hour_right_060,0,простой,0,простой
nine_hour_right_061,0,простой,0,простой
nine_hour_right_062,0,простой,0,простой
nine_hour_right_063,0,простой,0,простой
nine_hour_right_064,0,простой,0,простой
nine_hour_right_065,0,простой,0,простой
nine_hour_right_066,0,простой,0,простой
nine_hour_right_067,0,простой,0,простой
nine_hour_right_068,0,простой,0,простой
nine_hour_right_069,0,простой,0,простой
nine_hour_right_070,0,простой,0,простой
nine_hour_right_071,0,простой,0,простой
nine_hour_right_072,0,простой,0,простой
nine_hour_right_073,0,простой,0,простой
nine_hour_right_074,0,простой,0,простой
nine_hour_right_075,0,простой,0,простой
nine_hour_right_076,0,простой,0,простой
nine_hour_right_077,0,простой,0,простой
nine_hour_right_078,0,простой,0,простой
nine_hour_right_079,0,простой,0,простой
nine_hour_right_080,0,простой,0,простой
nine_hour_right_081,0,простой,0,простой
nine_hour_right_082,0,простой,0,простой
nine_hour_right_083,0,простой,0,простой
nine_hour_right_084,0,простой,1,вынужденная
nine_hour_right_085,1,вынужденная,1,вынужденная
nine_hour_right_086,1,вынужденная,1,вынужденная
nine_hour_right_087,1,вынужденная,1,вынужденная
nine_hour_right_088,1,вынужденная,1,вынужденная
nine_hour_right_089,1,вынужденная,1,вынужденная
nine_hour_right_090,1,вынужденная,1,вынужденная
nine_hour_right_091,1,вынужденная,1,вынужденная
nine_hour_right_092,1,вынужденная,1,вынужденная
nine_hour_right_093,1,вынужденная,1,вынужденная
nine_hour_right_094,1,вынужденная,1,вынужденная
nine_hour_right_095,1,вынужденная,1,вынужденная
nine_hour_right_096,1,вынужденная,1,вынужденная
nine_hour_right_097,1,вынужденная,1,вынужденная
nine_hour_right_098,1,вынужденная,1,вынужденная
nine_hour_right_099,1,вынужденная,1,вынужденная
nine_hour_right_100,0,простой,1,вынужденная
nine_hour_right_101,0,простой,1,вынужденная
nine_hour_right_102,0,простой,1,вынужденная
nine_hour_right_103,0,простой,1,вынужденная
nine_hour_right_104,0,простой,1,вынужденная
nine_hour_right_105,0,простой,1,вынужденная
nine_hour_right_106,1,вынужденная,1,вынужденная
nine_hour_right_107,1,вынужденная,1,вынужденная
nine_hour_right_108,1,вынужденная,1,вынужденная
nine_hour_right_109,1,вынужденная,1,вынужденная
nine_hour_right_110,1,вынужденная,1,вынужденная
nine_hour_right_111,2,сварка,1,вынужденная
nine_hour_right_112,2,сварка,1,вынужденная
nine_hour_right_113,2,сварка,1,вынужденная
nine_hour_right_114,2,сварка,1,вынужденная
nine_hour_right_115,2,сварка,2,сварка
nine_hour_right_116,2,сварка,2,сварка
nine_hour_right_117,2,сварка,2,сварка
nine_hour_right_118,2,сварка,2,сварка
nine_hour_right_119,2,сварка,2,сварка
nine_hour_right_120,2,сварка,2,сварка
nine_hour_right_121,2,сварка,2,сварка
nine_hour_right_122,2,сварка,2,сварка
nine_hour_right_123,2,сварка,2,сварка
nine_hour_right_124,2,сварка,2,сварка
nine_hour_right_125,2,сварка,2,сварка
nine_hour_right_126,2,сварка,2,сварка
nine_hour_right_127,2,сварка,2,сварка
nine_hour_right_128,2,сварка,2,сварка
nine_hour_right_129,2,сварка,2,сварка
nine_hour_right_130,2,сварка,2,сварка
nine_hour_right_131,2,сварка,2,сварка
nine_hour_right_132,2,сварка,2,сварка
nine_hour_right_133,2,сварка,2,сварка
nine_hour_right_134,2,сварка,2,сварка
nine_hour_right_135,2,сварка,2,сварка
nine_hour_right_136,2,сварка,2,сварка
nine_hour_right_137,2,сварка,2,сварка
nine_hour_right_138,2,сварка,2,сварка
nine_hour_right_139,2,сварка,2,сварка
nine_hour_right_140,2,сварка,2,сварка
nine_hour_right_141,2,сварка,2,сварка
nine_hour_right_142,2,сварка,2,сварка
nine_hour_right_143,2,сварка,2,сварка
nine_hour_right_144,2,сварка,2,сварка
nine_hour_right_145,2,сварка,2,сварка
nine_hour_right_146,2,сварка,2,сварка
nine_hour_right_147,2,сварка,2,сварка
nine_hour_right_148,2,сварка,2,сварка
nine_hour_right_149,2,сварка,2,сварка
nine_hour_right_150,2,сварка,2,сварка
nine_hour_right_151,2,сварка,2,сварка
nine_hour_right_152,2,сварка,2,сварка
nine_hour_right_153,2,сварка,2,сварка
nine_hour_right_154,2,сварка,2,сварка
nine_hour_right_155,2,сварка,2,сварка
nine_hour_right_156,2,сварка,2,сварка
nine_hour_right_157,2,сварка,2,сварка
nine_hour_right_158,2,сварка,2,сварка
nine_hour_right_159,2,сварка,2,сварка
nine_hour_right_160,2,сварка,2,сварка
nine_hour_right_161,2,сварка,2,сварка
nine_hour_right_162,2,сварка,2,сварка
nine_hour_right_163,2,сварка,2,сварка
nine_hour_right_164,2,сварка,2,сварка
nine_hour_right_165,2,сварка,2,сварка
nine_hour_right_166,2,сварка,2,сварка
nine_hour_right_167,2,сварка,2,сварка
nine_hour_right_168,2,сварка,2,сварка
nine_hour_right_169,2,сварка,2,сварка
nine_hour_right_170,2,сварка,2,сварка
nine_hour_right_171,2,сварка,2,сварка
nine_hour_right_172,2,сварка,2,сварка
nine_hour_right_173,2,сварка,2,сварка
nine_hour_right_174,2,сварка,2,сварка
nine_hour_right_175,2,сварка,2,сварка
nine_hour_right_176,2,сварка,2,сварка
nine_hour_right_177,2,сварка,2,сварка
nine_hour_right_178,2,сварка,2,сварка
nine_hour_right_179,2,сварка,2,сварка
nine_hour_right_180,2,сварка,2,сварка
nine_hour_right_181,2,сварка,2,сварка
nine_hour_right_182,2,сварка,2,сварка
nine_hour_right_183,2,сварка,2,сварка
nine_hour_right_184,2,сварка,2,сварка
nine_hour_right_185,2,сварка,2,сварка
nine_hour_right_186,2,сварка,2,сварка
nine_hour_right_187,2,сварка,2,сварка
nine_hour_right_188,2,сварка,2,сварка
nine_hour_right_189,2,сварка,2,сварка
nine_hour_right_190,2,сварка,2,сварка
nine_hour_right_191,2,сварка,2,сварка
nine_hour_right_192,2,сварка,2,сварка
nine_hour_right_193,2,сварка,2,сварка
nine_hour_right_194,2,сварка,2,сварка
nine_hour_right_195,2,сварка,2,сварка
nine_hour_right_196,2,сварка,2,сварка
nine_hour_right_197,2,сварка,2,сварка
nine_hour_right_198,2,сварка,2,сварка
nine_hour_right_199,2,сварка,2,сварка
nine_hour_right_200,2,сварка,2,сварка
nine_hour_right_201,2,сварка,2,сварка
nine_hour_right_202,2,сварка,2,сварка
nine_hour_right_203,2,сварка,2,сварка
nine_hour_right_204,2,сварка,2,сварка
nine_hour_right_205,2,сварка,2,сварка
nine_hour_right_206,2,сварка,2,сварка
nine_hour_right_207,2,сварка,2,сварка
nine_hour_right_208,2,сварка,2,сварка
nine_hour_right_209,2,сварка,2,сварка
nine_hour_right_210,2,сварка,2,сварка
nine_hour_right_211,2,сварка,2,сварка
nine_hour_right_212,2,сварка,2,сварка
nine_hour_right_213,2,сварка,2,сварка
nine_hour_right_214,2,сварка,2,сварка
nine_hour_right_215,2,сварка,2,сварка
nine_hour_right_216,2,сварка,2,сварка
nine_hour_right_217,2,сварка,2,сварка
nine_hour_right_218,2,сварка,2,сварка
nine_hour_right_219,2,сварка,2,сварка
nine_hour_right_220,2,сварка,2,сварка
nine_hour_right_221,2,сварка,2,сварка
nine_hour_right_222,2,сварка,2,сварка
nine_hour_right_223,2,сварка,2,сварка
nine_hour_right_224,2,сварка,2,сварка
nine_hour_right_225,2,сварка,2,сварка
nine_hour_right_226,2,сварка,2,сварка
nine_hour_right_227,2,сварка,2,сварка
nine_hour_right_228,2,сварка,2,сварка
nine_hour_right_229,2,сварка,2,сварка
nine_hour_right_230,2,сварка,2,сварка
nine_hour_right_231,2,сварка,2,сварка
nine_hour_right_232,2,сварка,2,сварка
nine_hour_right_233,2,сварка,2,сварка
nine_hour_right_234,2,сварка,2,сварка
nine_hour_right_235,2,сварка,2,сварка
nine_hour_right_236,2,сварка,2,сварка
nine_hour_right_237,2,сварка,2,сварка
nine_hour_right_238,2,сварка,2,сварка
nine_hour_right_239,2,сварка,2,сварка
nine_hour_right_240,2,сварка,2,сварка
nine_hour_right_241,2,сварка,2,сварка
nine_hour_right_242,2,сварка,2,сварка
nine_hour_right_243,2,сварка,2,сварка
nine_hour_right_244,2,сварка,2,сварка
nine_hour_right_245,2,сварка,2,сварка
nine_hour_right_246,2,сварка,2,сварка
nine_hour_right_247,2,сварка,2,сварка
nine_hour_right_248,2,сварка,2,сварка
nine_hour_right_249,2,сварка,2,сварка
nine_hour_right_250,2,сварка,2,сварка
nine_hour_right_251,2,сварка,2,сварка
nine_hour_right_252,2,сварка,2,сварка
nine_hour_right_253,2,сварка,2,сварка
nine_hour_right_254,2,сварка,2,сварка
nine_hour_right_255,2,сварка,2,сварка
nine_hour_right_256,2,сварка,2,сварка
nine_hour_right_257,2,сварка,2,сварка
nine_hour_right_258,2,сварка,2,сварка
nine_hour_right_259,2,сварка,2,сварка
nine_hour_right_260,2,сварка,2,сварка
